Date,Location,Rainfall,Month
19/05/2016,Adelaide,0,5
20/05/2016,Adelaide,0.2,5
21/05/2016,Adelaide,0,5
22/05/2016,Adelaide,0,5
23/05/2016,Adelaide,7.2,5
24/05/2016,Adelaide,0.4,5
25/05/2016,Adelaide,3.4,5
26/05/2016,Adelaide,24.2,5
27/05/2016,Adelaide,2.8,5
28/05/2016,Adelaide,17,5
29/05/2016,Adelaide,0,5
30/05/2016,Adelaide,1.2,5
31/05/2016,Adelaide,0.4,5
1/06/2016,Adelaide,0.2,6
2/06/2016,Adelaide,0.2,6
3/06/2016,Adelaide,18.4,6
4/06/2016,Adelaide,0,6
5/06/2016,Adelaide,0.2,6
6/06/2016,Adelaide,11.4,6
7/06/2016,Adelaide,1.6,6
8/06/2016,Adelaide,3.8,6
9/06/2016,Adelaide,5.2,6
10/06/2016,Adelaide,2.4,6
11/06/2016,Adelaide,1.8,6
12/06/2016,Adelaide,0,6
13/06/2016,Adelaide,0,6
14/06/2016,Adelaide,0,6
15/06/2016,Adelaide,0,6
16/06/2016,Adelaide,2.4,6
17/06/2016,Adelaide,4,6
18/06/2016,Adelaide,0,6
19/06/2016,Adelaide,0,6
20/06/2016,Adelaide,0.6,6
21/06/2016,Adelaide,3.8,6
22/06/2016,Adelaide,11.8,6
23/06/2016,Adelaide,2.6,6
24/06/2016,Adelaide,20,6
25/06/2016,Adelaide,0.6,6
26/06/2016,Adelaide,0,6
27/06/2016,Adelaide,2.6,6
28/06/2016,Adelaide,0,6
29/06/2016,Adelaide,0,6
30/06/2016,Adelaide,1.6,6
1/07/2016,Adelaide,2.6,7
2/07/2016,Adelaide,1.4,7
3/07/2016,Adelaide,0,7
4/07/2016,Adelaide,0.2,7
5/07/2016,Adelaide,37.6,7
6/07/2016,Adelaide,2.4,7
7/07/2016,Adelaide,1.6,7
8/07/2016,Adelaide,0,7
9/07/2016,Adelaide,0,7
10/07/2016,Adelaide,6.6,7
11/07/2016,Adelaide,1.4,7
12/07/2016,Adelaide,6,7
13/07/2016,Adelaide,7,7
14/07/2016,Adelaide,0.6,7
15/07/2016,Adelaide,0.2,7
16/07/2016,Adelaide,0,7
17/07/2016,Adelaide,0,7
18/07/2016,Adelaide,0,7
19/07/2016,Adelaide,0,7
20/07/2016,Adelaide,5,7
21/07/2016,Adelaide,0,7
22/07/2016,Adelaide,0.6,7
23/07/2016,Adelaide,4.2,7
24/07/2016,Adelaide,0,7
25/07/2016,Adelaide,11.4,7
26/07/2016,Adelaide,8.8,7
27/07/2016,Adelaide,10.4,7
28/07/2016,Adelaide,0.2,7
29/07/2016,Adelaide,0,7
30/07/2016,Adelaide,0,7
31/07/2016,Adelaide,3.8,7
1/08/2016,Adelaide,11,8
2/08/2016,Adelaide,1.8,8
3/08/2016,Adelaide,0,8
4/08/2016,Adelaide,0.4,8
5/08/2016,Adelaide,0,8
6/08/2016,Adelaide,0,8
7/08/2016,Adelaide,0,8
8/08/2016,Adelaide,0,8
9/08/2016,Adelaide,0.6,8
10/08/2016,Adelaide,3.6,8
11/08/2016,Adelaide,8.2,8
12/08/2016,Adelaide,0,8
13/08/2016,Adelaide,0,8
14/08/2016,Adelaide,0,8
15/08/2016,Adelaide,0,8
16/08/2016,Adelaide,0,8
17/08/2016,Adelaide,0.8,8
18/08/2016,Adelaide,0,8
19/08/2016,Adelaide,16.8,8
20/08/2016,Adelaide,7,8
21/08/2016,Adelaide,0.2,8
22/08/2016,Adelaide,0,8
23/08/2016,Adelaide,0,8
24/08/2016,Adelaide,0,8
25/08/2016,Adelaide,0,8
26/08/2016,Adelaide,0,8
27/08/2016,Adelaide,0,8
28/08/2016,Adelaide,0,8
29/08/2016,Adelaide,1.6,8
30/08/2016,Adelaide,5.8,8
31/08/2016,Adelaide,1,8
1/09/2016,Adelaide,0.2,9
2/09/2016,Adelaide,0.2,9
3/09/2016,Adelaide,0.4,9
4/09/2016,Adelaide,1,9
5/09/2016,Adelaide,0,9
6/09/2016,Adelaide,0,9
7/09/2016,Adelaide,0,9
8/09/2016,Adelaide,1.2,9
9/09/2016,Adelaide,30.4,9
10/09/2016,Adelaide,0.2,9
11/09/2016,Adelaide,0,9
12/09/2016,Adelaide,0,9
13/09/2016,Adelaide,6.2,9
14/09/2016,Adelaide,15.6,9
15/09/2016,Adelaide,16.6,9
16/09/2016,Adelaide,0,9
17/09/2016,Adelaide,0,9
18/09/2016,Adelaide,2.4,9
19/09/2016,Adelaide,0.4,9
20/09/2016,Adelaide,0.4,9
21/09/2016,Adelaide,1.6,9
22/09/2016,Adelaide,0,9
23/09/2016,Adelaide,0,9
24/09/2016,Adelaide,2.4,9
25/09/2016,Adelaide,2,9
26/09/2016,Adelaide,0,9
27/09/2016,Adelaide,0,9
28/09/2016,Adelaide,0,9
29/09/2016,Adelaide,37.8,9
30/09/2016,Adelaide,12.2,9
1/10/2016,Adelaide,4.2,10
2/10/2016,Adelaide,0,10
3/10/2016,Adelaide,27.6,10
4/10/2016,Adelaide,11.8,10
5/10/2016,Adelaide,0,10
6/10/2016,Adelaide,0,10
7/10/2016,Adelaide,0,10
8/10/2016,Adelaide,0,10
9/10/2016,Adelaide,0,10
10/10/2016,Adelaide,2,10
11/10/2016,Adelaide,0.4,10
12/10/2016,Adelaide,0.8,10
13/10/2016,Adelaide,0.6,10
14/10/2016,Adelaide,0,10
15/10/2016,Adelaide,0,10
16/10/2016,Adelaide,1.2,10
17/10/2016,Adelaide,14.2,10
18/10/2016,Adelaide,4.2,10
19/10/2016,Adelaide,3.8,10
20/10/2016,Adelaide,0,10
21/10/2016,Adelaide,9.4,10
22/10/2016,Adelaide,0.2,10
23/10/2016,Adelaide,0,10
24/10/2016,Adelaide,0,10
25/10/2016,Adelaide,0,10
26/10/2016,Adelaide,0,10
27/10/2016,Adelaide,0,10
28/10/2016,Adelaide,0,10
29/10/2016,Adelaide,0,10
30/10/2016,Adelaide,0,10
31/10/2016,Adelaide,0.6,10
1/11/2016,Adelaide,0,11
2/11/2016,Adelaide,0,11
3/11/2016,Adelaide,0,11
4/11/2016,Adelaide,0,11
5/11/2016,Adelaide,0,11
6/11/2016,Adelaide,0,11
7/11/2016,Adelaide,0,11
8/11/2016,Adelaide,0,11
9/11/2016,Adelaide,0,11
10/11/2016,Adelaide,0,11
11/11/2016,Adelaide,0,11
12/11/2016,Adelaide,14,11
13/11/2016,Adelaide,16.4,11
14/11/2016,Adelaide,1.8,11
15/11/2016,Adelaide,0,11
16/11/2016,Adelaide,0,11
17/11/2016,Adelaide,0,11
18/11/2016,Adelaide,0,11
19/11/2016,Adelaide,0,11
20/11/2016,Adelaide,0,11
21/11/2016,Adelaide,0,11
22/11/2016,Adelaide,0.8,11
23/11/2016,Adelaide,0.2,11
24/11/2016,Adelaide,0,11
25/11/2016,Adelaide,0,11
26/11/2016,Adelaide,0,11
27/11/2016,Adelaide,0,11
28/11/2016,Adelaide,0,11
29/11/2016,Adelaide,0,11
30/11/2016,Adelaide,0,11
1/12/2016,Adelaide,0,12
2/12/2016,Adelaide,0,12
3/12/2016,Adelaide,0,12
4/12/2016,Adelaide,0,12
5/12/2016,Adelaide,4.6,12
6/12/2016,Adelaide,0,12
7/12/2016,Adelaide,0,12
8/12/2016,Adelaide,8,12
9/12/2016,Adelaide,0.8,12
10/12/2016,Adelaide,0,12
11/12/2016,Adelaide,0,12
12/12/2016,Adelaide,0,12
13/12/2016,Adelaide,0,12
14/12/2016,Adelaide,0.4,12
15/12/2016,Adelaide,0,12
16/12/2016,Adelaide,0,12
17/12/2016,Adelaide,0.4,12
18/12/2016,Adelaide,0,12
19/12/2016,Adelaide,0,12
20/12/2016,Adelaide,2.2,12
21/12/2016,Adelaide,0,12
22/12/2016,Adelaide,0,12
23/12/2016,Adelaide,0,12
24/12/2016,Adelaide,0,12
25/12/2016,Adelaide,0,12
26/12/2016,Adelaide,0.2,12
27/12/2016,Adelaide,5.8,12
28/12/2016,Adelaide,61.2,12
29/12/2016,Adelaide,3,12
30/12/2016,Adelaide,0.2,12
31/12/2016,Adelaide,0,12
1/01/2016,Perth,0,1
2/01/2016,Perth,0,1
3/01/2016,Perth,0,1
4/01/2016,Perth,0,1
5/01/2016,Perth,0,1
6/01/2016,Perth,0,1
7/01/2016,Perth,0,1
8/01/2016,Perth,0,1
9/01/2016,Perth,0,1
10/01/2016,Perth,0,1
11/01/2016,Perth,0,1
12/01/2016,Perth,0,1
13/01/2016,Perth,0.6,1
14/01/2016,Perth,0,1
15/01/2016,Perth,0,1
16/01/2016,Perth,0,1
17/01/2016,Perth,0,1
18/01/2016,Perth,1.2,1
19/01/2016,Perth,0.4,1
20/01/2016,Perth,0.4,1
21/01/2016,Perth,0,1
22/01/2016,Perth,0,1
23/01/2016,Perth,0,1
24/01/2016,Perth,1,1
25/01/2016,Perth,4.4,1
26/01/2016,Perth,0.8,1
27/01/2016,Perth,0,1
28/01/2016,Perth,0,1
29/01/2016,Perth,0,1
30/01/2016,Perth,0,1
31/01/2016,Perth,6.4,1
1/02/2016,Perth,0.2,2
2/02/2016,Perth,0,2
3/02/2016,Perth,0,2
4/02/2016,Perth,0,2
5/02/2016,Perth,0,2
6/02/2016,Perth,0,2
7/02/2016,Perth,0,2
8/02/2016,Perth,0,2
9/02/2016,Perth,0,2
10/02/2016,Perth,0,2
11/02/2016,Perth,0,2
12/02/2016,Perth,0,2
13/02/2016,Perth,0,2
14/02/2016,Perth,0,2
15/02/2016,Perth,0,2
16/02/2016,Perth,0,2
17/02/2016,Perth,0,2
18/02/2016,Perth,0,2
19/02/2016,Perth,0,2
20/02/2016,Perth,0,2
21/02/2016,Perth,0,2
22/02/2016,Perth,0.2,2
23/02/2016,Perth,0,2
24/02/2016,Perth,0.2,2
25/02/2016,Perth,0,2
26/02/2016,Perth,0,2
27/02/2016,Perth,0,2
28/02/2016,Perth,0,2
29/02/2016,Perth,0,2
1/03/2016,Perth,0,3
2/03/2016,Perth,0,3
3/03/2016,Perth,0,3
4/03/2016,Perth,0,3
5/03/2016,Perth,0,3
6/03/2016,Perth,0,3
7/03/2016,Perth,0,3
8/03/2016,Perth,0,3
9/03/2016,Perth,0,3
10/03/2016,Perth,0,3
11/03/2016,Perth,0,3
12/03/2016,Perth,0,3
13/03/2016,Perth,0,3
14/03/2016,Perth,0,3
15/03/2016,Perth,0,3
16/03/2016,Perth,0,3
17/03/2016,Perth,0,3
18/03/2016,Perth,0,3
19/03/2016,Perth,0,3
20/03/2016,Perth,1.2,3
21/03/2016,Perth,0,3
22/03/2016,Perth,0,3
23/03/2016,Perth,0,3
24/03/2016,Perth,0,3
25/03/2016,Perth,0,3
26/03/2016,Perth,9,3
27/03/2016,Perth,6.6,3
28/03/2016,Perth,0,3
29/03/2016,Perth,0,3
30/03/2016,Perth,0,3
31/03/2016,Perth,0,3
1/04/2016,Perth,0,4
2/04/2016,Perth,0,4
3/04/2016,Perth,0,4
4/04/2016,Perth,0,4
5/04/2016,Perth,0,4
6/04/2016,Perth,0,4
7/04/2016,Perth,0,4
8/04/2016,Perth,0,4
9/04/2016,Perth,0,4
10/04/2016,Perth,11.2,4
11/04/2016,Perth,0.2,4
12/04/2016,Perth,5,4
13/04/2016,Perth,3.4,4
14/04/2016,Perth,0,4
15/04/2016,Perth,0,4
16/04/2016,Perth,0,4
17/04/2016,Perth,1.6,4
18/04/2016,Perth,0,4
19/04/2016,Perth,25.8,4
20/04/2016,Perth,0.2,4
21/04/2016,Perth,0,4
22/04/2016,Perth,0,4
23/04/2016,Perth,0,4
24/04/2016,Perth,0,4
25/04/2016,Perth,2.6,4
26/04/2016,Perth,9.2,4
27/04/2016,Perth,2,4
28/04/2016,Perth,2,4
29/04/2016,Perth,1.2,4
30/04/2016,Perth,3.8,4
1/05/2016,Perth,0,5
2/05/2016,Perth,0,5
3/05/2016,Perth,0.2,5
4/05/2016,Perth,0,5
5/05/2016,Perth,0,5
6/05/2016,Perth,1.6,5
7/05/2016,Perth,18,5
8/05/2016,Perth,1.2,5
9/05/2016,Perth,0,5
10/05/2016,Perth,0,5
11/05/2016,Perth,0,5
12/05/2016,Perth,0,5
13/05/2016,Perth,0,5
14/05/2016,Perth,4.6,5
15/05/2016,Perth,0,5
16/05/2016,Perth,2.2,5
17/05/2016,Perth,0,5
18/05/2016,Perth,3.6,5
19/05/2016,Perth,0,5
20/05/2016,Perth,0,5
21/05/2016,Perth,36.4,5
22/05/2016,Perth,8.6,5
23/05/2016,Perth,2.8,5
24/05/2016,Perth,23.8,5
25/05/2016,Perth,2.6,5
26/05/2016,Perth,2.2,5
27/05/2016,Perth,0.4,5
28/05/2016,Perth,3.4,5
29/05/2016,Perth,0.4,5
30/05/2016,Perth,0,5
31/05/2016,Perth,0,5
1/06/2016,Perth,0,6
2/06/2016,Perth,0,6
3/06/2016,Perth,0,6
4/06/2016,Perth,8.6,6
5/06/2016,Perth,0.4,6
6/06/2016,Perth,0,6
7/06/2016,Perth,19.4,6
8/06/2016,Perth,2.2,6
9/06/2016,Perth,0,6
10/06/2016,Perth,2,6
11/06/2016,Perth,2,6
12/06/2016,Perth,0,6
13/06/2016,Perth,26,6
14/06/2016,Perth,0,6
15/06/2016,Perth,0.2,6
16/06/2016,Perth,0,6
17/06/2016,Perth,0,6
18/06/2016,Perth,0,6
19/06/2016,Perth,0,6
20/06/2016,Perth,8.6,6
21/06/2016,Perth,3.6,6
22/06/2016,Perth,2,6
23/06/2016,Perth,2.2,6
24/06/2016,Perth,0,6
25/06/2016,Perth,9.6,6
26/06/2016,Perth,4.4,6
27/06/2016,Perth,0,6
28/06/2016,Perth,0.4,6
29/06/2016,Perth,17.8,6
30/06/2016,Perth,0,6
1/07/2016,Perth,0,7
2/07/2016,Perth,0,7
3/07/2016,Perth,0,7
4/07/2016,Perth,0.4,7
5/07/2016,Perth,0,7
6/07/2016,Perth,0,7
7/07/2016,Perth,0,7
8/07/2016,Perth,13.2,7
9/07/2016,Perth,27.4,7
10/07/2016,Perth,29.8,7
11/07/2016,Perth,2.6,7
12/07/2016,Perth,0.2,7
13/07/2016,Perth,0,7
14/07/2016,Perth,0,7
15/07/2016,Perth,0,7
16/07/2016,Perth,0,7
17/07/2016,Perth,32.8,7
18/07/2016,Perth,6.8,7
19/07/2016,Perth,0,7
20/07/2016,Perth,0,7
21/07/2016,Perth,15.4,7
22/07/2016,Perth,4,7
23/07/2016,Perth,0,7
24/07/2016,Perth,0.6,7
25/07/2016,Perth,0,7
26/07/2016,Perth,0,7
27/07/2016,Perth,0,7
28/07/2016,Perth,0,7
29/07/2016,Perth,0,7
30/07/2016,Perth,0,7
31/07/2016,Perth,6.4,7
1/08/2016,Perth,0.8,8
2/08/2016,Perth,0,8
3/08/2016,Perth,0,8
4/08/2016,Perth,3,8
5/08/2016,Perth,3,8
6/08/2016,Perth,0,8
7/08/2016,Perth,5,8
8/08/2016,Perth,12.2,8
9/08/2016,Perth,5.2,8
10/08/2016,Perth,4.8,8
11/08/2016,Perth,0.4,8
12/08/2016,Perth,5.4,8
13/08/2016,Perth,0,8
14/08/2016,Perth,0,8
15/08/2016,Perth,0.2,8
16/08/2016,Perth,4,8
17/08/2016,Perth,1.6,8
18/08/2016,Perth,17.4,8
19/08/2016,Perth,0,8
20/08/2016,Perth,2.8,8
21/08/2016,Perth,1.6,8
22/08/2016,Perth,7.4,8
23/08/2016,Perth,0,8
24/08/2016,Perth,0,8
25/08/2016,Perth,0,8
26/08/2016,Perth,0,8
27/08/2016,Perth,31,8
28/08/2016,Perth,7.6,8
29/08/2016,Perth,0,8
30/08/2016,Perth,0,8
31/08/2016,Perth,9.8,8
1/09/2016,Perth,1.6,9
2/09/2016,Perth,0,9
3/09/2016,Perth,0,9
4/09/2016,Perth,0,9
5/09/2016,Perth,0,9
6/09/2016,Perth,0,9
7/09/2016,Perth,6.2,9
8/09/2016,Perth,5.4,9
9/09/2016,Perth,0,9
10/09/2016,Perth,0,9
11/09/2016,Perth,0,9
12/09/2016,Perth,0,9
13/09/2016,Perth,0,9
14/09/2016,Perth,0,9
15/09/2016,Perth,0,9
16/09/2016,Perth,5.8,9
17/09/2016,Perth,0,9
18/09/2016,Perth,0,9
19/09/2016,Perth,13.8,9
20/09/2016,Perth,0,9
21/09/2016,Perth,0,9
22/09/2016,Perth,0,9
23/09/2016,Perth,10.2,9
24/09/2016,Perth,1.2,9
25/09/2016,Perth,15.6,9
26/09/2016,Perth,0,9
27/09/2016,Perth,3.6,9
28/09/2016,Perth,5.4,9
29/09/2016,Perth,0,9
30/09/2016,Perth,0,9
1/10/2016,Perth,4.6,10
2/10/2016,Perth,2.8,10
3/10/2016,Perth,0,10
4/10/2016,Perth,0.8,10
5/10/2016,Perth,0,10
6/10/2016,Perth,0,10
7/10/2016,Perth,1.2,10
8/10/2016,Perth,9,10
9/10/2016,Perth,5.2,10
10/10/2016,Perth,0,10
11/10/2016,Perth,0,10
12/10/2016,Perth,0,10
13/10/2016,Perth,0,10
14/10/2016,Perth,0.6,10
15/10/2016,Perth,4.8,10
16/10/2016,Perth,1.4,10
17/10/2016,Perth,0,10
18/10/2016,Perth,0,10
19/10/2016,Perth,0,10
20/10/2016,Perth,2.6,10
21/10/2016,Perth,0,10
22/10/2016,Perth,0,10
23/10/2016,Perth,0,10
24/10/2016,Perth,0,10
25/10/2016,Perth,0,10
26/10/2016,Perth,0,10
27/10/2016,Perth,0,10
28/10/2016,Perth,0,10
29/10/2016,Perth,1.4,10
30/10/2016,Perth,3,10
31/10/2016,Perth,0,10
1/11/2016,Perth,0,11
2/11/2016,Perth,0,11
3/11/2016,Perth,0,11
4/11/2016,Perth,0,11
5/11/2016,Perth,0,11
6/11/2016,Perth,0,11
7/11/2016,Perth,0,11
8/11/2016,Perth,0,11
9/11/2016,Perth,0,11
10/11/2016,Perth,0,11
11/11/2016,Perth,0.4,11
12/11/2016,Perth,0,11
13/11/2016,Perth,0,11
14/11/2016,Perth,0,11
15/11/2016,Perth,0,11
16/11/2016,Perth,0,11
17/11/2016,Perth,14,11
18/11/2016,Perth,0,11
19/11/2016,Perth,0,11
20/11/2016,Perth,0,11
21/11/2016,Perth,0,11
22/11/2016,Perth,0,11
23/11/2016,Perth,0,11
24/11/2016,Perth,0,11
25/11/2016,Perth,0,11
26/11/2016,Perth,0,11
27/11/2016,Perth,0,11
28/11/2016,Perth,0,11
29/11/2016,Perth,0,11
30/11/2016,Perth,0,11
1/12/2016,Perth,0,12
2/12/2016,Perth,0,12
3/12/2016,Perth,0,12
4/12/2016,Perth,1.8,12
5/12/2016,Perth,0,12
6/12/2016,Perth,0,12
7/12/2016,Perth,0,12
8/12/2016,Perth,0,12
9/12/2016,Perth,0,12
10/12/2016,Perth,0,12
11/12/2016,Perth,0,12
12/12/2016,Perth,7.8,12
13/12/2016,Perth,0,12
14/12/2016,Perth,0,12
15/12/2016,Perth,0,12
16/12/2016,Perth,0,12
17/12/2016,Perth,0,12
18/12/2016,Perth,0,12
19/12/2016,Perth,0,12
20/12/2016,Perth,0,12
21/12/2016,Perth,0,12
22/12/2016,Perth,0,12
23/12/2016,Perth,0,12
24/12/2016,Perth,0,12
25/12/2016,Perth,0,12
26/12/2016,Perth,0,12
27/12/2016,Perth,0.6,12
28/12/2016,Perth,0,12
29/12/2016,Perth,0,12
30/12/2016,Perth,0,12
31/12/2016,Perth,0,12
1/01/2016,Hobart,0,1
2/01/2016,Hobart,0,1
3/01/2016,Hobart,0,1
4/01/2016,Hobart,0,1
5/01/2016,Hobart,0,1
6/01/2016,Hobart,0,1
7/01/2016,Hobart,0,1
8/01/2016,Hobart,0,1
9/01/2016,Hobart,0,1
10/01/2016,Hobart,0,1
11/01/2016,Hobart,0,1
12/01/2016,Hobart,4.4,1
13/01/2016,Hobart,0.4,1
14/01/2016,Hobart,0.6,1
15/01/2016,Hobart,2.4,1
16/01/2016,Hobart,0,1
17/01/2016,Hobart,0,1
18/01/2016,Hobart,0,1
19/01/2016,Hobart,0,1
20/01/2016,Hobart,0,1
21/01/2016,Hobart,0,1
22/01/2016,Hobart,0,1
23/01/2016,Hobart,0,1
24/01/2016,Hobart,0,1
25/01/2016,Hobart,0.6,1
26/01/2016,Hobart,0,1
27/01/2016,Hobart,0.4,1
28/01/2016,Hobart,1.8,1
29/01/2016,Hobart,13.4,1
30/01/2016,Hobart,16.2,1
31/01/2016,Hobart,0,1
1/02/2016,Hobart,2.4,2
2/02/2016,Hobart,0.2,2
3/02/2016,Hobart,1.2,2
4/02/2016,Hobart,0,2
5/02/2016,Hobart,0,2
6/02/2016,Hobart,0,2
7/02/2016,Hobart,0,2
8/02/2016,Hobart,0,2
9/02/2016,Hobart,0,2
10/02/2016,Hobart,0,2
11/02/2016,Hobart,0,2
12/02/2016,Hobart,0,2
13/02/2016,Hobart,0.2,2
14/02/2016,Hobart,0,2
15/02/2016,Hobart,0,2
16/02/2016,Hobart,10.8,2
17/02/2016,Hobart,0.4,2
18/02/2016,Hobart,0,2
19/02/2016,Hobart,0,2
20/02/2016,Hobart,0,2
21/02/2016,Hobart,0,2
22/02/2016,Hobart,0.2,2
23/02/2016,Hobart,0.8,2
24/02/2016,Hobart,0,2
25/02/2016,Hobart,5.6,2
26/02/2016,Hobart,0,2
27/02/2016,Hobart,0,2
28/02/2016,Hobart,0,2
29/02/2016,Hobart,0,2
1/03/2016,Hobart,0,3
2/03/2016,Hobart,0,3
3/03/2016,Hobart,0,3
4/03/2016,Hobart,0,3
5/03/2016,Hobart,0,3
6/03/2016,Hobart,0,3
7/03/2016,Hobart,2.6,3
8/03/2016,Hobart,0.2,3
